Vendor ID,Invoice Date,Payment Amount,Vendor Category,Vendor Location,Due Date,Payment Terms,delay_days,Payment Date,is_delayed,Historical Payment Behavior,Terms_Amount_Interaction,Amount_Category,is_anomaly
17,2024-07-22,16234,0,0,2024-08-31,40,14,2024-09-14,1,11.636363636363637,649360,0,1
17,2024-07-30,16309,2,1,2024-11-24,117,7,2024-12-01,1,11.688888888888888,1908153,32618,1
17,2024-08-01,68386,0,0,2024-10-10,70,13,2024-10-23,1,11.58695652173913,4787020,0,1
17,2024-08-07,52721,0,2,2024-11-06,91,11,2024-11-17,1,11.617021276595745,4797611,0,1
17,2024-09-02,18443,1,1,2024-11-13,72,11,2024-11-24,1,11.604166666666666,1327896,18443,1
17,2024-09-16,22597,0,1,2024-11-07,52,14,2024-11-21,1,11.591836734693878,1175044,0,1
17,2024-09-22,8622,0,2,2024-10-28,36,13,2024-11-10,1,11.64,310392,0,1
17,2024-10-04,47216,2,3,2024-12-07,64,12,2024-12-19,1,11.666666666666666,3021824,94432,1
17,2024-10-06,17564,3,0,2025-01-21,107,9,2025-01-30,1,11.673076923076923,1879348,52692,1
17,2024-10-15,20302,3,1,2024-11-22,38,13,2024-12-05,1,11.62264150943396,771476,60906,1
17,2024-11-01,66275,0,1,2025-01-28,88,11,2025-02-08,1,11.648148148148149,5832200,0,1
17,2024-11-10,58148,1,0,2024-12-25,45,14,2025-01-08,1,11.636363636363637,2616660,58148,1
17,2024-11-18,23545,0,3,2024-12-19,31,14,2025-01-02,1,11.678571428571429,729895,0,1
17,2024-12-03,48911,0,0,2025-01-12,40,16,2025-01-28,1,11.719298245614034,1956440,0,1
17,2024-12-07,2592,1,0,2025-04-04,118,7,2025-04-11,1,11.79310344827586,305856,2592,1
17,2024-12-29,16810,3,1,2025-02-15,48,11,2025-02-26,1,11.71186440677966,806880,50430,1
18,2023-01-08,43712,1,0,2023-03-18,69,13,2023-03-31,1,0.0,3016128,43712,-1
18,2023-01-31,27019,1,1,2023-03-27,55,14,2023-04-10,1,13.0,1486045,27019,1
18,2023-02-06,28662,3,2,2023-03-03,25,15,2023-03-18,1,13.5,716550,85986,1
18,2023-02-23,66435,0,1,2023-03-21,26,15,2023-04-05,1,14.0,1727310,0,1
18,2023-02-26,44927,3,1,2023-06-25,119,8,2023-07-03,1,14.25,5346313,134781,-1
18,2023-03-06,4405,1,0,2023-03-28,22,14,2023-04-11,1,13.0,96910,4405,1
18,2023-03-26,17180,2,1,2023-05-17,52,11,2023-05-28,1,13.166666666666666,893360,34360,1
18,2023-04-28,52210,0,2,2023-08-01,95,12,2023-08-13,1,12.857142857142858,4959950,0,1
18,2023-04-30,63716,1,2,2023-05-15,15,16,2023-05-31,1,12.75,955740,63716,1
18,2023-05-03,3616,2,0,2023-05-14,11,14,2023-05-28,1,13.11111111111111,39776,7232,-1
18,2023-05-07,64762,0,2,2023-07-30,84,10,2023-08-09,1,13.2,5440008,0,1
18,2023-05-08,42692,1,0,2023-05-30,22,17,2023-06-16,1,12.909090909090908,939224,42692,1
18,2023-05-09,14744,0,2,2023-08-03,86,10,2023-08-13,1,13.25,1267984,0,1
18,2023-05-22,20382,3,0,2023-08-24,94,10,2023-09-03,1,13.0,1915908,61146,1
18,2023-06-06,15932,1,3,2023-09-22,108,7,2023-09-29,1,12.785714285714286,1720656,15932,1
18,2023-06-09,21834,3,0,2023-09-15,98,8,2023-09-23,1,12.4,2139732,65502,1
18,2023-06-16,20454,0,2,2023-08-02,47,13,2023-08-15,1,12.125,961338,0,1
18,2023-07-08,21607,0,1,2023-08-09,32,16,2023-08-25,1,12.176470588235292,691424,0,1
18,2023-07-09,52711,3,3,2023-07-28,19,16,2023-08-13,1,12.38888888888889,1001509,158133,1
18,2023-07-17,57214,0,3,2023-10-03,78,12,2023-10-15,1,12.578947368421051,4462692,0,1
18,2023-08-11,61077,1,0,2023-12-09,120,8,2023-12-17,1,12.55,7329240,61077,-1
18,2023-09-18,15519,3,0,2023-10-23,35,15,2023-11-07,1,12.333333333333334,543165,46557,1
18,2023-10-14,64737,0,3,2024-01-03,81,9,2024-01-12,1,12.454545454545457,5243697,0,1
18,2023-10-15,22129,0,0,2023-12-21,67,13,2024-01-03,1,12.304347826086955,1482643,0,1
18,2023-10-21,66634,3,0,2023-11-26,36,14,2023-12-10,1,12.333333333333334,2398824,199902,1
18,2023-10-27,32379,3,0,2024-01-08,73,11,2024-01-19,1,12.4,2363667,97137,1
18,2023-10-27,54817,2,1,2024-02-22,118,8,2024-03-01,1,12.346153846153848,6468406,109634,1
18,2023-10-30,3453,0,1,2023-11-11,12,14,2023-11-25,1,12.185185185185183,41436,0,1
18,2023-11-01,11159,0,1,2023-12-09,38,14,2023-12-23,1,12.25,424042,0,1
18,2023-11-05,74836,0,3,2024-02-11,98,11,2024-02-22,1,12.310344827586206,7333928,0,-1
18,2023-11-06,19618,0,3,2024-01-10,65,12,2024-01-22,1,12.266666666666667,1275170,0,1
18,2023-11-13,9378,3,0,2024-03-09,117,7,2024-03-16,1,12.258064516129032,1097226,28134,1
18,2023-11-14,51082,1,0,2024-02-02,80,10,2024-02-12,1,12.09375,4086560,51082,1
18,2023-11-25,36870,1,1,2024-01-07,43,14,2024-01-21,1,12.030303030303031,1585410,36870,1
18,2023-11-29,57537,3,3,2024-03-14,106,8,2024-03-22,1,12.088235294117649,6098922,172611,-1
18,2023-12-12,35321,2,0,2024-03-11,90,10,2024-03-21,1,11.971428571428572,3178890,70642,1
18,2023-12-16,49427,0,1,2023-12-27,11,16,2024-01-12,1,11.916666666666666,543697,0,1
18,2024-01-04,6016,2,2,2024-04-26,113,8,2024-05-04,1,12.027027027027026,679808,12032,1
18,2024-01-12,54298,1,2,2024-02-15,34,15,2024-03-01,1,11.921052631578949,1846132,54298,1
18,2024-01-15,1987,2,3,2024-04-06,82,8,2024-04-14,1,12.0,162934,3974,1
18,2024-01-16,63550,2,1,2024-02-12,27,14,2024-02-26,1,11.9,1715850,127100,1
18,2024-01-28,70502,2,1,2024-05-17,110,6,2024-05-23,1,11.951219512195122,7755220,141004,-1
18,2024-02-09,14063,0,3,2024-05-27,108,8,2024-06-04,1,11.80952380952381,1518804,0,1
18,2024-02-19,45816,1,0,2024-03-10,20,18,2024-03-28,1,11.72093023255814,916320,45816,1
18,2024-02-22,66664,1,1,2024-05-19,87,9,2024-05-28,1,11.863636363636363,5799768,66664,1
18,2024-02-25,61016,1,1,2024-06-04,100,11,2024-06-15,1,11.8,6101600,61016,1
18,2024-02-27,51773,2,0,2024-04-20,53,12,2024-05-02,1,11.782608695652174,2743969,103546,1
18,2024-03-05,41741,3,3,2024-04-16,42,11,2024-04-27,1,11.787234042553193,1753122,125223,1
18,2024-03-18,25533,2,2,2024-07-05,109,7,2024-07-12,1,11.770833333333334,2783097,51066,1
18,2024-03-21,35932,2,3,2024-05-29,69,10,2024-06-08,1,11.673469387755102,2479308,71864,1
18,2024-03-28,67802,1,0,2024-05-16,49,13,2024-05-29,1,11.64,3322298,67802,1
18,2024-04-09,57513,2,1,2024-05-16,37,15,2024-05-31,1,11.666666666666666,2127981,115026,1
18,2024-04-12,35237,1,1,2024-08-07,117,8,2024-08-15,1,11.73076923076923,4122729,35237,1
18,2024-04-20,39968,1,1,2024-06-16,57,12,2024-06-28,1,11.660377358490566,2278176,39968,1
18,2024-04-26,12208,2,3,2024-08-21,117,6,2024-08-27,1,11.666666666666666,1428336,24416,1
18,2024-04-30,4631,3,0,2024-08-17,109,6,2024-08-23,1,11.563636363636364,504779,13893,1
18,2024-05-11,3411,2,1,2024-09-06,118,6,2024-09-12,1,11.464285714285714,402498,6822,1
18,2024-05-17,44381,0,2,2024-07-22,66,12,2024-08-03,1,11.36842105263158,2929146,0,1
18,2024-05-20,41428,1,2,2024-06-30,41,13,2024-07-13,1,11.379310344827584,1698548,41428,1
18,2024-05-27,15132,3,2,2024-08-09,74,11,2024-08-20,1,11.40677966101695,1119768,45396,1
18,2024-06-11,36532,2,1,2024-06-30,19,13,2024-07-13,1,11.4,694108,73064,1
18,2024-06-23,25392,1,0,2024-10-20,119,6,2024-10-26,1,11.42622950819672,3021648,25392,1
18,2024-07-17,70018,3,3,2024-07-29,12,14,2024-08-12,1,11.338709677419354,840216,210054,-1
18,2024-07-29,22256,3,0,2024-10-28,91,10,2024-11-07,1,11.38095238095238,2025296,66768,1
18,2024-08-02,3978,1,3,2024-09-05,34,12,2024-09-17,1,11.359375,135252,3978,1
18,2024-08-28,12371,1,3,2024-10-10,43,12,2024-10-22,1,11.36923076923077,531953,12371,1
18,2024-09-19,16908,3,3,2024-10-19,30,13,2024-11-01,1,11.37878787878788,507240,50724,1
18,2024-09-19,67894,3,1,2024-09-27,8,15,2024-10-12,1,11.402985074626866,543152,203682,-1
18,2024-10-04,72658,2,0,2024-11-27,54,14,2024-12-11,1,11.455882352941176,3923532,145316,1
18,2024-10-07,17509,0,1,2024-12-27,81,10,2025-01-06,1,11.492753623188406,1418229,0,1
18,2024-10-25,22854,3,0,2024-11-30,36,13,2024-12-13,1,11.471428571428572,822744,68562,1
18,2024-10-25,43630,2,0,2024-12-29,65,10,2025-01-08,1,11.492957746478874,2835950,87260,1
18,2024-10-26,33862,3,0,2025-01-04,70,12,2025-01-16,1,11.47222222222222,2370340,101586,1
18,2024-10-26,42963,2,0,2024-11-02,7,16,2024-11-18,1,11.47945205479452,300741,85926,1
18,2024-10-26,64564,0,2,2025-01-29,95,11,2025-02-09,1,11.54054054054054,6133580,0,1
18,2024-10-28,52661,3,1,2024-11-22,25,14,2024-12-06,1,11.533333333333331,1316525,157983,1
18,2024-10-31,43186,1,3,2025-02-26,118,6,2025-03-04,1,11.56578947368421,5095948,43186,1
18,2024-11-07,67518,0,3,2025-01-13,67,12,2025-01-25,1,11.493506493506494,4523706,0,1
18,2024-11-14,61901,1,2,2025-02-10,88,11,2025-02-21,1,11.5,5447288,61901,1
18,2024-11-17,2322,1,2,2025-02-22,97,8,2025-03-02,1,11.49367088607595,225234,2322,1
18,2024-11-17,56051,2,3,2025-02-12,87,10,2025-02-22,1,11.45,4876437,112102,1
18,2024-11-18,63653,0,1,2025-01-27,70,11,2025-02-07,1,11.432098765432098,4455710,0,1
18,2024-11-20,33647,2,0,2024-12-26,36,15,2025-01-10,1,11.426829268292684,1211292,67294,1
18,2024-11-27,70187,1,1,2025-02-15,80,11,2025-02-26,1,11.46987951807229,5614960,70187,1
18,2024-11-28,69095,0,3,2025-01-27,60,12,2025-02-08,1,11.464285714285714,4145700,0,1
18,2024-12-15,38336,1,3,2025-02-17,64,11,2025-02-28,1,11.470588235294118,2453504,38336,1
18,2024-12-18,52882,1,0,2025-03-13,85,11,2025-03-24,1,11.465116279069768,4494970,52882,1
18,2024-12-22,27894,0,1,2025-04-16,115,8,2025-04-24,1,11.459770114942527,3207810,0,1
18,2024-12-26,54116,0,2,2025-02-08,44,14,2025-02-22,1,11.420454545454543,2381104,0,1
18,2024-12-29,5587,3,2,2025-03-29,90,9,2025-04-07,1,11.44943820224719,502830,16761,1
19,2023-01-16,14475,0,3,2023-02-07,22,15,2023-02-22,1,0.0,318450,0,-1
19,2023-01-28,72991,3,3,2023-05-14,106,8,2023-05-22,1,15.0,7737046,218973,-1
19,2023-02-11,30432,1,2,2023-03-24,41,14,2023-04-07,1,11.5,1247712,30432,1
19,2023-02-12,51715,1,1,2023-04-05,52,13,2023-04-18,1,12.333333333333334,2689180,51715,1
19,2023-02-23,6659,2,0,2023-06-20,117,8,2023-06-28,1,12.5,779103,13318,1
19,2023-03-23,42725,1,0,2023-07-15,114,8,2023-07-23,1,11.6,4870650,42725,1
19,2023-03-24,6794,1,0,2023-04-05,12,18,2023-04-23,1,11.0,81528,6794,1
19,2023-03-24,58895,2,2,2023-06-27,95,11,2023-07-08,1,12.0,5595025,117790,1
19,2023-04-02,54369,3,1,2023-04-20,18,15,2023-05-05,1,11.875,978642,163107,1
19,2023-04-09,29231,2,3,2023-08-03,116,7,2023-08-10,1,12.22222222222222,3390796,58462,1
19,2023-04-13,38835,3,2,2023-06-06,54,12,2023-06-18,1,11.7,2097090,116505,1
19,2023-04-24,49697,3,0,2023-05-21,27,15,2023-06-05,1,11.727272727272728,1341819,149091,1
19,2023-05-19,54898,0,1,2023-08-12,85,10,2023-08-22,1,12.0,4666330,0,1
19,2023-05-29,46626,1,3,2023-07-10,42,11,2023-07-21,1,11.846153846153848,1958292,46626,1
19,2023-05-30,27536,1,1,2023-08-19,81,11,2023-08-30,1,11.785714285714286,2230416,27536,1
19,2023-06-02,62957,2,3,2023-09-09,99,9,2023-09-18,1,11.733333333333333,6232743,125914,1
19,2023-06-10,51311,0,0,2023-07-25,45,15,2023-08-09,1,11.5625,2308995,0,1
19,2023-06-23,41123,0,0,2023-10-05,104,12,2023-10-17,1,11.764705882352942,4276792,0,1
19,2023-06-24,18919,1,2,2023-07-05,11,15,2023-07-20,1,11.77777777777778,208109,18919,1
19,2023-07-24,4506,0,2,2023-09-10,48,11,2023-09-21,1,11.947368421052632,216288,0,1
19,2023-08-08,50686,0,1,2023-09-21,44,13,2023-10-04,1,11.9,2230184,0,1
19,2023-08-12,70472,0,3,2023-09-11,30,14,2023-09-25,1,11.952380952380953,2114160,0,1
19,2023-08-20,3910,3,1,2023-12-14,116,6,2023-12-20,1,12.045454545454543,453560,11730,1
19,2023-08-28,31971,3,3,2023-12-11,105,7,2023-12-18,1,11.782608695652174,3356955,95913,1
19,2023-09-25,29843,3,3,2023-11-02,38,15,2023-11-17,1,11.583333333333334,1134034,89529,1
19,2023-09-26,72985,2,3,2024-01-07,103,9,2024-01-16,1,11.72,7517455,145970,-1
19,2023-10-10,4641,2,1,2023-11-07,28,12,2023-11-19,1,11.615384615384617,129948,9282,1
19,2023-10-12,25314,3,3,2024-01-26,106,9,2024-02-04,1,11.62962962962963,2683284,75942,1
19,2023-11-02,27690,2,1,2023-11-25,23,14,2023-12-09,1,11.535714285714286,636870,55380,1
19,2023-11-15,16987,2,0,2024-02-17,94,11,2024-02-28,1,11.620689655172416,1596778,33974,1
19,2023-11-19,46279,2,0,2024-03-03,105,10,2024-03-13,1,11.6,4859295,92558,1
19,2023-11-20,10121,3,0,2023-12-17,27,16,2024-01-02,1,11.548387096774194,273267,30363,1
19,2023-11-29,25663,2,3,2023-12-11,12,14,2023-12-25,1,11.6875,307956,51326,1
19,2023-12-03,7582,1,2,2023-12-12,9,14,2023-12-26,1,11.757575757575758,68238,7582,1
19,2023-12-20,57870,1,1,2024-01-08,19,16,2024-01-24,1,11.823529411764708,1099530,57870,1
19,2023-12-23,40794,0,1,2024-02-07,46,12,2024-02-19,1,11.942857142857145,1876524,0,1
19,2023-12-26,66929,1,1,2024-02-29,65,14,2024-03-14,1,11.944444444444445,4350385,66929,1
19,2024-01-20,68909,3,3,2024-02-12,23,15,2024-02-27,1,12.0,1584907,206727,-1
19,2024-02-05,69264,3,1,2024-03-21,45,14,2024-04-04,1,12.078947368421051,3116880,207792,1
19,2024-02-06,13100,0,3,2024-03-30,53,13,2024-04-12,1,12.128205128205128,694300,0,1
19,2024-02-06,65252,1,1,2024-02-29,23,14,2024-03-14,1,12.15,1500796,65252,1
19,2024-02-10,50540,1,2,2024-03-03,22,16,2024-03-19,1,12.195121951219512,1111880,50540,1
19,2024-03-03,34627,0,3,2024-03-23,20,15,2024-04-07,1,12.285714285714286,692540,0,1
19,2024-03-05,67221,2,1,2024-05-17,73,10,2024-05-27,1,12.348837209302326,4907133,134442,1
19,2024-03-14,57240,0,2,2024-04-03,20,15,2024-04-18,1,12.295454545454543,1144800,0,1
19,2024-03-27,72769,2,1,2024-07-09,104,9,2024-07-18,1,12.355555555555556,7567976,145538,-1
19,2024-03-29,52176,0,3,2024-05-19,51,13,2024-06-01,1,12.282608695652174,2660976,0,1
19,2024-03-29,34207,1,2,2024-05-05,37,14,2024-05-19,1,12.297872340425531,1265659,34207,1
19,2024-04-14,47812,1,0,2024-05-19,35,15,2024-06-03,1,12.333333333333334,1673420,47812,1
19,2024-04-28,19311,0,2,2024-08-20,114,8,2024-08-28,1,12.387755102040815,2201454,0,1
19,2024-05-09,69792,3,0,2024-08-12,95,11,2024-08-23,1,12.3,6630240,209376,-1
19,2024-05-16,73629,3,2,2024-05-23,7,17,2024-06-09,1,12.27450980392157,515403,220887,-1
19,2024-05-23,48363,2,3,2024-07-30,68,10,2024-08-09,1,12.365384615384617,3288684,96726,1
19,2024-05-26,68894,1,1,2024-07-13,48,12,2024-07-25,1,12.320754716981131,3306912,68894,1
19,2024-06-02,10111,2,0,2024-09-24,114,7,2024-10-01,1,12.314814814814817,1152654,20222,1
19,2024-06-05,38655,1,2,2024-06-27,22,15,2024-07-12,1,12.21818181818182,850410,38655,1
19,2024-06-06,38770,1,1,2024-09-04,90,10,2024-09-14,1,12.267857142857142,3489300,38770,1
19,2024-07-22,44910,2,0,2024-09-20,60,13,2024-10-03,1,12.228070175438596,2694600,89820,1
19,2024-08-07,5528,1,0,2024-10-26,80,12,2024-11-07,1,12.241379310344827,442240,5528,1
19,2024-08-15,68571,3,3,2024-09-29,45,14,2024-10-13,1,12.23728813559322,3085695,205713,1
19,2024-08-25,38329,2,2,2024-11-14,81,11,2024-11-25,1,12.266666666666667,3104649,76658,1
19,2024-08-26,17082,2,3,2024-09-27,32,13,2024-10-10,1,12.245901639344265,546624,34164,1
19,2024-09-04,61984,0,1,2024-10-28,54,14,2024-11-11,1,12.258064516129032,3347136,0,1
19,2024-09-09,45165,2,0,2024-10-02,23,16,2024-10-18,1,12.285714285714286,1038795,90330,1
19,2024-09-10,72920,1,2,2024-10-11,31,16,2024-10-27,1,12.34375,2260520,72920,1
19,2024-10-07,45066,2,1,2024-12-28,82,11,2025-01-08,1,12.4,3695412,90132,1
19,2024-11-13,64428,1,0,2025-03-06,113,9,2025-03-15,1,12.37878787878788,7280364,64428,-1
20,2023-01-21,15277,3,1,2023-05-16,115,7,2023-05-23,1,0.0,1756855,45831,-1
20,2023-02-07,53886,0,3,2023-04-16,68,10,2023-04-26,1,7.0,3664248,0,1
20,2023-02-15,19189,0,0,2023-05-28,102,12,2023-06-09,1,8.5,1957278,0,1
20,2023-02-16,27157,2,0,2023-04-29,72,11,2023-05-10,1,9.666666666666666,1955304,54314,1
20,2023-02-16,35716,2,2,2023-03-21,33,12,2023-04-02,1,10.0,1178628,71432,1
20,2023-03-05,14843,0,0,2023-06-03,90,10,2023-06-13,1,10.4,1335870,0,1
20,2023-03-15,69350,3,3,2023-06-18,95,9,2023-06-27,1,10.333333333333334,6588250,208050,-1
20,2023-04-04,41180,0,2,2023-07-01,88,11,2023-07-12,1,10.142857142857142,3623840,0,1
20,2023-04-09,34873,3,1,2023-05-20,41,14,2023-06-03,1,10.25,1429793,104619,1
20,2023-04-10,51618,2,3,2023-05-03,23,15,2023-05-18,1,10.666666666666666,1187214,103236,1
20,2023-04-14,32901,2,0,2023-08-02,110,8,2023-08-10,1,11.1,3619110,65802,1
20,2023-04-28,7813,0,3,2023-08-21,115,7,2023-08-28,1,10.818181818181818,898495,0,1
20,2023-05-06,11599,2,2,2023-05-25,19,14,2023-06-08,1,10.5,220381,23198,1
20,2023-05-11,61604,2,2,2023-07-31,81,10,2023-08-10,1,10.76923076923077,4989924,123208,1
20,2023-05-21,57754,2,0,2023-06-26,36,15,2023-07-11,1,10.714285714285714,2079144,115508,1
20,2023-05-21,54013,1,3,2023-06-16,26,14,2023-06-30,1,11.0,1404338,54013,1
20,2023-05-31,16351,3,2,2023-07-10,40,13,2023-07-23,1,11.1875,654040,49053,1
20,2023-06-11,60298,3,0,2023-08-12,62,13,2023-08-25,1,11.294117647058824,3738476,180894,1
20,2023-06-11,3668,1,2,2023-09-10,91,9,2023-09-19,1,11.38888888888889,333788,3668,1
20,2023-06-22,50741,2,2,2023-06-30,8,15,2023-07-15,1,11.263157894736842,405928,101482,1
20,2023-07-03,3925,1,0,2023-08-27,55,14,2023-09-10,1,11.45,215875,3925,1
20,2023-07-03,36704,2,3,2023-08-18,46,12,2023-08-30,1,11.571428571428571,1688384,73408,1
20,2023-07-05,53389,0,2,2023-07-15,10,17,2023-08-01,1,11.590909090909092,533890,0,1
20,2023-07-13,45105,0,1,2023-09-11,60,13,2023-09-24,1,11.826086956521738,2706300,0,1
20,2023-07-16,33430,2,0,2023-11-03,110,9,2023-11-12,1,11.875,3677300,66860,1
20,2023-08-05,45350,1,0,2023-10-28,84,11,2023-11-08,1,11.76,3809400,45350,1
20,2023-08-07,40920,3,3,2023-10-15,69,12,2023-10-27,1,11.73076923076923,2823480,122760,1
20,2023-08-26,11041,3,2,2023-11-29,95,7,2023-12-06,1,11.74074074074074,1048895,33123,1
20,2023-08-28,35449,2,2,2023-09-08,11,15,2023-09-23,1,11.571428571428571,389939,70898,1
20,2023-09-11,65152,2,2,2023-11-26,76,10,2023-12-06,1,11.689655172413794,4951552,130304,1
20,2023-09-30,52474,3,1,2023-12-07,68,13,2023-12-20,1,11.633333333333333,3568232,157422,1
20,2023-10-01,49076,0,2,2023-11-03,33,17,2023-11-20,1,11.67741935483871,1619508,0,1
20,2023-10-16,72132,2,2,2023-12-09,54,12,2023-12-21,1,11.84375,3895128,144264,1
20,2023-11-19,31139,0,3,2024-02-23,96,10,2024-03-04,1,11.848484848484848,2989344,0,1
20,2023-11-23,14268,3,0,2024-01-31,69,13,2024-02-13,1,11.794117647058824,984492,42804,1
20,2023-11-30,68682,1,0,2024-03-14,105,10,2024-03-24,1,11.82857142857143,7211610,68682,-1
20,2023-12-09,27151,2,0,2024-02-21,74,12,2024-03-04,1,11.77777777777778,2009174,54302,1
20,2023-12-23,26586,2,3,2024-02-24,63,10,2024-03-05,1,11.783783783783784,1674918,53172,1
20,2024-01-16,56350,0,1,2024-05-01,106,10,2024-05-11,1,11.736842105263158,5973100,0,1
20,2024-01-21,52635,1,0,2024-03-28,67,14,2024-04-11,1,11.692307692307692,3526545,52635,1
20,2024-01-28,27745,2,0,2024-03-25,57,13,2024-04-07,1,11.75,1581465,55490,1
20,2024-02-03,50710,0,0,2024-02-15,12,16,2024-03-02,1,11.78048780487805,608520,0,1
20,2024-03-12,35164,0,0,2024-04-16,35,16,2024-05-02,1,11.88095238095238,1230740,0,1
20,2024-03-15,3406,1,1,2024-05-24,70,9,2024-06-02,1,11.976744186046512,238420,3406,1
20,2024-03-23,34684,2,2,2024-04-17,25,16,2024-05-03,1,11.909090909090908,867100,69368,1
20,2024-04-01,39228,3,0,2024-06-08,68,11,2024-06-19,1,12.0,2667504,117684,1
20,2024-04-09,54477,3,1,2024-05-28,49,12,2024-06-09,1,11.978260869565217,2669373,163431,1
20,2024-04-13,17958,3,0,2024-07-07,85,12,2024-07-19,1,11.97872340425532,1526430,53874,1
20,2024-04-30,17629,1,1,2024-07-05,66,12,2024-07-17,1,11.979166666666666,1163514,17629,1
20,2024-05-01,41630,3,1,2024-05-28,27,14,2024-06-11,1,11.979591836734691,1124010,124890,1
20,2024-05-29,70999,3,3,2024-07-14,46,13,2024-07-27,1,12.02,3265954,212997,1
20,2024-05-30,7259,0,1,2024-09-03,96,10,2024-09-13,1,12.03921568627451,696864,0,1
20,2024-05-30,38912,2,0,2024-07-29,60,12,2024-08-10,1,12.0,2334720,77824,1
20,2024-06-09,69683,2,0,2024-07-17,38,16,2024-08-02,1,12.0,2647954,139366,1
20,2024-06-19,62804,3,1,2024-07-05,16,16,2024-07-21,1,12.074074074074074,1004864,188412,1
20,2024-07-09,10860,3,0,2024-10-10,93,10,2024-10-20,1,12.145454545454545,1009980,32580,1
20,2024-08-30,57209,0,2,2024-09-18,19,16,2024-10-04,1,12.107142857142858,1086971,0,1
20,2024-09-03,36858,0,2,2024-12-04,92,11,2024-12-15,1,12.175438596491228,3390936,0,1
20,2024-09-04,55333,1,3,2024-09-17,13,14,2024-10-01,1,12.155172413793103,719329,55333,1
20,2024-09-13,68013,2,3,2024-09-25,12,14,2024-10-09,1,12.186440677966102,816156,136026,1
20,2024-09-28,13333,0,1,2024-12-15,78,11,2024-12-26,1,12.216666666666669,1039974,0,1
20,2024-10-07,60314,3,3,2025-01-27,112,7,2025-02-03,1,12.19672131147541,6755168,180942,-1
20,2024-10-10,55452,1,3,2024-11-08,29,15,2024-11-23,1,12.112903225806452,1608108,55452,1
20,2024-10-18,73163,3,3,2024-11-15,28,14,2024-11-29,1,12.158730158730158,2048564,219489,-1
20,2024-11-08,50983,1,1,2024-12-17,39,13,2024-12-30,1,12.1875,1988337,50983,1
20,2024-11-13,63210,0,0,2024-11-29,16,17,2024-12-16,1,12.2,1011360,0,1
20,2024-11-20,4337,3,0,2024-12-21,31,14,2025-01-04,1,12.272727272727272,134447,13011,1
20,2024-11-30,30718,2,2,2025-01-22,53,11,2025-02-02,1,12.298507462686567,1628054,61436,1
20,2024-12-08,66092,2,3,2025-03-07,89,9,2025-03-16,1,12.279411764705882,5882188,132184,1
20,2024-12-10,21287,0,1,2025-04-04,115,8,2025-04-12,1,12.231884057971014,2448005,0,1
20,2024-12-23,34410,3,0,2025-03-21,88,10,2025-03-31,1,12.17142857142857,3028080,103230,1
21,2023-01-08,66230,1,3,2023-02-07,30,15,2023-02-22,1,0.0,1986900,66230,-1
21,2023-01-11,64362,3,2,2023-04-24,103,9,2023-05-03,1,15.0,6629286,193086,-1
21,2023-01-16,58997,2,3,2023-03-03,46,11,2023-03-14,1,12.0,2713862,117994,1
21,2023-01-17,74338,3,0,2023-01-25,8,17,2023-02-11,1,11.666666666666666,594704,223014,-1
21,2023-02-06,63447,0,3,2023-04-07,60,14,2023-04-21,1,13.0,3806820,0,1
21,2023-03-13,44500,2,0,2023-04-10,28,16,2023-04-26,1,13.2,1246000,89000,1
21,2023-03-22,49541,2,2,2023-06-10,80,12,2023-06-22,1,13.666666666666666,3963280,99082,1
21,2023-03-24,68653,3,0,2023-04-05,12,16,2023-04-21,1,13.428571428571429,823836,205959,-1
21,2023-04-08,46076,2,0,2023-07-15,98,11,2023-07-26,1,13.75,4515448,92152,1
21,2023-04-16,71100,2,1,2023-04-27,11,14,2023-05-11,1,13.444444444444445,782100,142200,1
21,2023-04-16,67435,1,1,2023-05-04,18,18,2023-05-22,1,13.5,1213830,67435,1
21,2023-04-19,9533,3,0,2023-07-07,79,12,2023-07-19,1,13.909090909090908,753107,28599,1
21,2023-04-21,41926,2,1,2023-05-31,40,13,2023-06-13,1,13.75,1677040,83852,1
21,2023-04-25,55457,3,0,2023-07-16,82,11,2023-07-27,1,13.692307692307692,4547474,166371,-1
21,2023-05-05,5362,2,2,2023-06-21,47,10,2023-07-01,1,13.5,252014,10724,1
21,2023-05-19,41737,3,2,2023-06-23,35,13,2023-07-06,1,13.266666666666667,1460795,125211,1
21,2023-05-24,70739,0,0,2023-08-10,78,13,2023-08-23,1,13.25,5517642,0,-1
21,2023-05-31,35007,0,0,2023-08-24,85,13,2023-09-06,1,13.235294117647058,2975595,0,1
21,2023-06-21,63268,2,3,2023-07-06,15,16,2023-07-22,1,13.22222222222222,949020,126536,1
21,2023-06-27,64607,1,2,2023-07-05,8,18,2023-07-23,1,13.36842105263158,516856,64607,1
21,2023-06-30,59897,1,0,2023-08-14,45,13,2023-08-27,1,13.6,2695365,59897,1
21,2023-07-05,1525,1,2,2023-08-01,27,14,2023-08-15,1,13.571428571428571,41175,1525,1
21,2023-07-20,18741,1,1,2023-08-21,32,14,2023-09-04,1,13.590909090909092,599712,18741,1
21,2023-08-01,40533,2,2,2023-11-01,92,9,2023-11-10,1,13.608695652173912,3729036,81066,1
21,2023-08-04,41316,0,3,2023-10-21,78,12,2023-11-02,1,13.416666666666666,3222648,0,1
21,2023-08-08,53259,0,0,2023-11-19,103,12,2023-12-01,1,13.36,5485677,0,1
