Vendor ID,Invoice Date,Payment Amount,Vendor Category,Vendor Location,Due Date,Payment Terms,delay_days,Payment Date,is_delayed,Historical Payment Behavior
V014,2024-03-31,1050,Services,US,2024-04-09,9,14,2024-04-23,1,12.655172413793103
V014,2024-04-04,34299,Technology,Africa,2024-06-15,72,11,2024-06-26,1,12.7
V014,2024-04-11,48598,Technology,US,2024-07-12,92,8,2024-07-20,1,12.64516129032258
V014,2024-04-14,49984,Raw Materials,EU,2024-04-24,10,16,2024-05-10,1,12.5
V014,2024-04-24,50870,Logistics,US,2024-08-07,105,9,2024-08-16,1,12.606060606060606
V014,2024-04-30,54553,Services,US,2024-06-03,34,13,2024-06-16,1,12.5
V014,2024-05-22,62641,Technology,EU,2024-08-02,72,12,2024-08-14,1,12.514285714285714
V014,2024-06-16,33812,Services,EU,2024-08-23,68,10,2024-09-02,1,12.5
V014,2024-06-25,4055,Raw Materials,US,2024-09-29,96,7,2024-10-06,1,12.432432432432432
V014,2024-07-25,26566,Logistics,EU,2024-08-17,23,15,2024-09-01,1,12.289473684210526
V014,2024-08-09,31012,Raw Materials,US,2024-10-05,57,10,2024-10-15,1,12.35897435897436
V014,2024-08-15,11349,Technology,US,2024-11-11,88,10,2024-11-21,1,12.3
V014,2024-09-06,38746,Technology,Asia,2024-11-20,75,12,2024-12-02,1,12.24390243902439
V014,2024-09-10,19242,Logistics,EU,2024-10-27,47,13,2024-11-09,1,12.238095238095237
V014,2024-09-13,3915,Raw Materials,Asia,2024-10-04,21,15,2024-10-19,1,12.255813953488373
V014,2024-09-23,36208,Technology,US,2024-10-30,37,11,2024-11-10,1,12.318181818181818
V014,2024-09-24,8865,Raw Materials,Asia,2025-01-20,118,8,2025-01-28,1,12.28888888888889
V014,2024-10-06,1994,Services,EU,2024-10-30,24,14,2024-11-13,1,12.195652173913043
V014,2024-10-08,46936,Logistics,US,2024-11-05,28,15,2024-11-20,1,12.23404255319149
V014,2024-10-16,37622,Technology,US,2025-01-09,85,10,2025-01-19,1,12.291666666666666
V014,2024-10-25,15433,Raw Materials,EU,2025-02-22,120,7,2025-03-01,1,12.244897959183673
V014,2024-11-14,50748,Raw Materials,US,2025-01-08,55,13,2025-01-21,1,12.14
V014,2024-11-16,38553,Services,US,2025-02-08,84,9,2025-02-17,1,12.156862745098039
V014,2024-11-21,20086,Raw Materials,EU,2025-01-13,53,12,2025-01-25,1,12.096153846153847
V014,2024-11-23,54849,Technology,Asia,2025-01-29,67,12,2025-02-10,1,12.09433962264151
V014,2024-11-28,43417,Technology,Africa,2025-01-01,34,16,2025-01-17,1,12.092592592592593
V014,2024-12-01,25662,Technology,EU,2025-03-16,105,7,2025-03-23,1,12.163636363636364
V014,2024-12-01,18163,Logistics,EU,2025-03-19,108,8,2025-03-27,1,12.071428571428571
V014,2024-12-07,21813,Services,US,2024-12-28,21,13,2025-01-10,1,12.0
V014,2024-12-20,8644,Logistics,Asia,2025-04-15,116,7,2025-04-22,1,12.017241379310345
V015,2023-01-04,25665,Technology,Asia,2023-03-20,75,10,2023-03-30,1,0.0
V015,2023-01-28,26134,Technology,Africa,2023-03-10,41,13,2023-03-23,1,10.0
V015,2023-02-02,58622,Services,Africa,2023-04-14,71,14,2023-04-28,1,11.5
V015,2023-02-20,63612,Services,EU,2023-06-16,116,6,2023-06-22,1,12.333333333333334
V015,2023-03-16,66327,Logistics,Africa,2023-05-22,67,13,2023-06-04,1,10.75
V015,2023-03-28,25778,Raw Materials,US,2023-07-24,118,8,2023-08-01,1,11.2
V015,2023-04-12,20056,Logistics,Africa,2023-07-14,93,11,2023-07-25,1,10.666666666666666
V015,2023-06-21,66144,Technology,Asia,2023-08-30,70,12,2023-09-11,1,10.714285714285714
V015,2023-06-30,30748,Technology,EU,2023-10-15,107,7,2023-10-22,1,10.875
V015,2023-07-04,65718,Raw Materials,Africa,2023-09-12,70,13,2023-09-25,1,10.444444444444445
V015,2023-07-26,23291,Services,Africa,2023-09-02,38,14,2023-09-16,1,10.7
V015,2023-08-01,47601,Technology,US,2023-09-07,37,13,2023-09-20,1,11.0
V015,2023-08-03,18329,Logistics,US,2023-08-24,21,15,2023-09-08,1,11.166666666666666
V015,2023-08-05,22857,Technology,EU,2023-11-09,96,9,2023-11-18,1,11.461538461538462
V015,2023-08-15,5053,Logistics,EU,2023-11-22,99,9,2023-12-01,1,11.285714285714286
V015,2023-09-04,60319,Raw Materials,Asia,2023-11-14,71,10,2023-11-24,1,11.133333333333333
V015,2023-09-22,73500,Technology,Asia,2023-11-19,58,12,2023-12-01,1,11.0625
V015,2023-09-27,51496,Technology,Asia,2024-01-05,100,11,2024-01-16,1,11.117647058823529
V015,2023-10-03,17459,Raw Materials,Asia,2023-12-02,60,14,2023-12-16,1,11.11111111111111
V015,2023-10-11,14867,Technology,Asia,2023-11-30,50,12,2023-12-12,1,11.263157894736842
V015,2023-10-22,48013,Logistics,Asia,2023-12-15,54,15,2023-12-30,1,11.3
V015,2023-10-23,59804,Logistics,Africa,2023-12-03,41,14,2023-12-17,1,11.476190476190476
V015,2023-11-01,51826,Raw Materials,US,2023-11-26,25,13,2023-12-09,1,11.590909090909092
V015,2023-11-02,46934,Technology,Africa,2023-11-25,23,16,2023-12-11,1,11.652173913043478
V015,2023-11-07,37468,Raw Materials,EU,2023-12-15,38,13,2023-12-28,1,11.833333333333334
V015,2023-11-08,8336,Services,EU,2023-12-25,47,14,2024-01-08,1,11.88
V015,2023-11-30,11123,Technology,Africa,2024-03-08,99,8,2024-03-16,1,11.961538461538462
V015,2023-12-03,7127,Raw Materials,Asia,2024-01-04,32,14,2024-01-18,1,11.814814814814815
V015,2023-12-05,54145,Technology,EU,2024-03-15,101,8,2024-03-23,1,11.892857142857142
V015,2023-12-15,47712,Technology,Africa,2024-03-13,89,11,2024-03-24,1,11.758620689655173
V015,2023-12-20,68834,Logistics,US,2024-04-15,117,10,2024-04-25,1,11.733333333333333
V015,2023-12-22,10177,Technology,US,2023-12-31,9,17,2024-01-17,1,11.67741935483871
V015,2024-01-02,71342,Raw Materials,EU,2024-01-27,25,16,2024-02-12,1,11.84375
V015,2024-02-28,31956,Technology,Africa,2024-06-18,111,9,2024-06-27,1,11.969696969696969
V015,2024-03-01,23473,Services,EU,2024-05-17,77,10,2024-05-27,1,11.882352941176471
V015,2024-03-05,18948,Services,EU,2024-06-18,105,9,2024-06-27,1,11.82857142857143
V015,2024-03-11,34233,Technology,Asia,2024-04-05,25,14,2024-04-19,1,11.75
V015,2024-03-20,986,Technology,EU,2024-06-08,80,10,2024-06-18,1,11.81081081081081
V015,2024-04-13,44218,Services,Asia,2024-07-27,105,6,2024-08-02,1,11.763157894736842
V015,2024-04-14,38451,Raw Materials,Asia,2024-06-03,50,11,2024-06-14,1,11.615384615384615
V015,2024-04-26,31601,Services,EU,2024-08-07,103,8,2024-08-15,1,11.6
V015,2024-05-23,9388,Raw Materials,EU,2024-07-18,56,11,2024-07-29,1,11.512195121951219
V015,2024-05-25,15418,Technology,EU,2024-08-21,88,8,2024-08-29,1,11.5
V015,2024-06-07,53577,Technology,Africa,2024-06-18,11,16,2024-07-04,1,11.418604651162791
V015,2024-06-11,37752,Services,Asia,2024-07-17,36,13,2024-07-30,1,11.522727272727273
V015,2024-07-17,29649,Technology,Asia,2024-07-26,9,14,2024-08-09,1,11.555555555555555
V015,2024-07-26,71271,Raw Materials,US,2024-09-16,52,13,2024-09-29,1,11.608695652173912
V015,2024-08-16,41637,Logistics,US,2024-10-11,56,10,2024-10-21,1,11.638297872340425
V015,2024-08-20,23960,Logistics,EU,2024-11-14,86,11,2024-11-25,1,11.604166666666666
V015,2024-09-01,31395,Raw Materials,Africa,2024-11-01,61,13,2024-11-14,1,11.591836734693878
V015,2024-09-29,15745,Raw Materials,Asia,2024-11-27,59,12,2024-12-09,1,11.62
V015,2024-10-14,1006,Raw Materials,Africa,2024-11-10,27,15,2024-11-25,1,11.627450980392156
V015,2024-10-31,46234,Raw Materials,Asia,2025-01-25,86,9,2025-02-03,1,11.692307692307692
V015,2024-11-24,35990,Services,EU,2024-12-14,20,15,2024-12-29,1,11.641509433962264
V015,2024-11-24,46560,Technology,Asia,2025-02-22,90,9,2025-03-03,1,11.703703703703704
V015,2024-11-26,50058,Raw Materials,US,2025-02-23,89,10,2025-03-05,1,11.654545454545454
V015,2024-12-14,71113,Logistics,US,2024-12-27,13,17,2025-01-13,1,11.625
V016,2023-01-06,29064,Services,Asia,2023-02-09,34,17,2023-02-26,1,0.0
V016,2023-01-10,9225,Raw Materials,Asia,2023-04-20,100,9,2023-04-29,1,17.0
V016,2023-01-17,24940,Logistics,US,2023-02-26,40,15,2023-03-13,1,13.0
V016,2023-01-29,38646,Logistics,Asia,2023-03-04,34,16,2023-03-20,1,13.666666666666666
V016,2023-02-13,71691,Services,US,2023-03-09,24,14,2023-03-23,1,14.25
V016,2023-02-16,49728,Technology,Africa,2023-03-16,28,15,2023-03-31,1,14.2
V016,2023-02-17,36805,Services,EU,2023-05-17,89,9,2023-05-26,1,14.333333333333334
V016,2023-02-18,23621,Services,US,2023-05-10,81,10,2023-05-20,1,13.571428571428571
V016,2023-03-08,45988,Services,Africa,2023-05-15,68,11,2023-05-26,1,13.125
V016,2023-03-17,74912,Raw Materials,US,2023-04-09,23,16,2023-04-25,1,12.88888888888889
V016,2023-03-28,74327,Raw Materials,Africa,2023-07-23,117,6,2023-07-29,1,13.2
V016,2023-04-01,21972,Services,Africa,2023-07-14,104,10,2023-07-24,1,12.545454545454545
V016,2023-04-02,74296,Raw Materials,US,2023-05-01,29,14,2023-05-15,1,12.333333333333334
V016,2023-04-09,34187,Services,EU,2023-04-29,20,14,2023-05-13,1,12.461538461538462
V016,2023-04-21,44451,Technology,Asia,2023-08-12,113,8,2023-08-20,1,12.571428571428571
V016,2023-04-29,47755,Logistics,Asia,2023-06-18,50,12,2023-06-30,1,12.266666666666667
V016,2023-05-02,57814,Technology,EU,2023-05-28,26,15,2023-06-12,1,12.25
V016,2023-05-03,50574,Logistics,Africa,2023-07-18,76,12,2023-07-30,1,12.411764705882353
V016,2023-05-22,8746,Services,Asia,2023-08-04,74,12,2023-08-16,1,12.38888888888889
V016,2023-06-21,9780,Raw Materials,Asia,2023-07-02,11,16,2023-07-18,1,12.368421052631579
V016,2023-06-27,58539,Logistics,Asia,2023-08-12,46,15,2023-08-27,1,12.55
V016,2023-07-29,1303,Logistics,US,2023-09-06,39,13,2023-09-19,1,12.666666666666666
V016,2023-07-29,58175,Raw Materials,Africa,2023-08-05,7,18,2023-08-23,1,12.681818181818182
V016,2023-09-01,22808,Raw Materials,Africa,2023-09-26,25,15,2023-10-11,1,12.91304347826087
V016,2023-09-10,47722,Services,US,2023-10-13,33,14,2023-10-27,1,13.0
V016,2023-09-12,52863,Logistics,Asia,2023-11-24,73,13,2023-12-07,1,13.04
V016,2023-09-20,2389,Services,US,2023-11-30,71,9,2023-12-09,1,13.038461538461538
V016,2023-09-22,57189,Logistics,Africa,2024-01-11,111,10,2024-01-21,1,12.88888888888889
V016,2023-09-22,70390,Logistics,US,2023-10-19,27,14,2023-11-02,1,12.785714285714286
V016,2023-09-28,73809,Services,Asia,2023-11-01,34,14,2023-11-15,1,12.827586206896552
V016,2023-10-09,25357,Raw Materials,US,2023-12-08,60,11,2023-12-19,1,12.866666666666667
V016,2023-10-14,56954,Services,US,2023-12-27,74,9,2024-01-05,1,12.806451612903226
V016,2023-10-22,33672,Services,Africa,2023-12-18,57,13,2023-12-31,1,12.6875
V016,2023-11-07,38072,Services,EU,2023-12-01,24,17,2023-12-18,1,12.696969696969697
V016,2023-11-08,38012,Services,EU,2023-12-25,47,11,2024-01-05,1,12.823529411764707
V016,2023-11-14,73593,Logistics,US,2024-02-25,103,10,2024-03-06,1,12.771428571428572
V016,2023-11-25,64480,Logistics,EU,2024-02-12,79,11,2024-02-23,1,12.694444444444445
V016,2023-12-16,13960,Technology,US,2024-04-03,109,7,2024-04-10,1,12.64864864864865
V016,2023-12-17,16146,Raw Materials,Africa,2024-01-07,21,16,2024-01-23,1,12.5
V016,2023-12-17,6756,Services,Asia,2024-01-05,19,15,2024-01-20,1,12.58974358974359
V016,2023-12-24,30525,Logistics,EU,2024-03-07,74,11,2024-03-18,1,12.65
V016,2024-01-03,20193,Logistics,Africa,2024-03-11,68,13,2024-03-24,1,12.609756097560975
V016,2024-01-25,56074,Services,Africa,2024-05-15,111,8,2024-05-23,1,12.619047619047619
V016,2024-01-27,46298,Services,EU,2024-02-14,18,14,2024-02-28,1,12.511627906976743
V016,2024-01-28,23181,Logistics,US,2024-04-20,83,10,2024-04-30,1,12.545454545454545
V016,2024-02-07,19890,Logistics,Asia,2024-05-08,91,9,2024-05-17,1,12.488888888888889
V016,2024-02-16,59767,Services,US,2024-03-21,34,13,2024-04-03,1,12.41304347826087
V016,2024-02-20,3695,Technology,Asia,2024-04-08,48,13,2024-04-21,1,12.425531914893616
V016,2024-02-27,53502,Technology,EU,2024-05-02,65,12,2024-05-14,1,12.4375
V016,2024-03-23,22790,Raw Materials,US,2024-06-30,99,10,2024-07-10,1,12.428571428571429
V016,2024-04-17,71097,Services,Africa,2024-06-24,68,12,2024-07-06,1,12.38
V016,2024-05-22,71350,Raw Materials,US,2024-08-08,78,10,2024-08-18,1,12.372549019607844
V016,2024-05-31,30090,Logistics,Africa,2024-07-21,51,16,2024-08-06,1,12.326923076923077
V016,2024-06-15,22375,Logistics,US,2024-09-13,90,9,2024-09-22,1,12.39622641509434
V016,2024-06-15,64487,Technology,EU,2024-07-04,19,16,2024-07-20,1,12.333333333333334
V016,2024-07-01,32722,Services,EU,2024-10-18,109,6,2024-10-24,1,12.4
V016,2024-07-16,59829,Technology,US,2024-08-09,24,14,2024-08-23,1,12.285714285714286
V016,2024-07-16,60998,Services,Africa,2024-08-21,36,16,2024-09-06,1,12.31578947368421
V016,2024-07-26,34503,Technology,Africa,2024-08-21,26,14,2024-09-04,1,12.379310344827585
V016,2024-08-24,60722,Technology,EU,2024-11-13,81,9,2024-11-22,1,12.40677966101695
V016,2024-09-10,30116,Raw Materials,EU,2024-09-20,10,15,2024-10-05,1,12.35
V016,2024-10-19,4468,Services,Asia,2024-11-01,13,13,2024-11-14,1,12.39344262295082
V016,2024-11-09,25888,Logistics,EU,2025-01-29,81,10,2025-02-08,1,12.403225806451612
V016,2024-11-09,36840,Technology,Asia,2024-12-12,33,13,2024-12-25,1,12.365079365079366
V016,2024-11-17,6013,Raw Materials,Asia,2025-02-18,93,9,2025-02-27,1,12.375
V016,2024-11-19,60683,Raw Materials,EU,2025-01-15,57,13,2025-01-28,1,12.323076923076924
V016,2024-12-04,53512,Technology,US,2025-02-22,80,9,2025-03-03,1,12.333333333333334
V016,2024-12-22,60079,Technology,Asia,2025-03-16,84,10,2025-03-26,1,12.283582089552239
V016,2024-12-24,30988,Raw Materials,Africa,2025-02-19,57,13,2025-03-04,1,12.25
V016,2024-12-24,3989,Raw Materials,EU,2025-01-05,12,15,2025-01-20,1,12.26086956521739
V017,2023-01-13,70297,Raw Materials,Africa,2023-03-27,73,12,2023-04-08,1,0.0
V017,2023-01-14,59101,Services,Africa,2023-05-03,109,8,2023-05-11,1,12.0
V017,2023-01-19,31841,Logistics,US,2023-02-17,29,15,2023-03-04,1,10.0
V017,2023-01-22,25546,Services,Asia,2023-05-14,112,7,2023-05-21,1,11.666666666666666
V017,2023-02-20,17574,Raw Materials,EU,2023-06-14,114,8,2023-06-22,1,10.5
V017,2023-02-22,40855,Raw Materials,Africa,2023-03-02,8,16,2023-03-18,1,10.0
V017,2023-03-05,48879,Logistics,Asia,2023-06-12,99,10,2023-06-22,1,11.0
V017,2023-03-19,8347,Services,US,2023-06-04,77,10,2023-06-14,1,10.857142857142858
V017,2023-04-25,29621,Technology,Asia,2023-07-14,80,11,2023-07-25,1,10.75
V017,2023-04-29,19723,Logistics,Africa,2023-08-01,94,12,2023-08-13,1,10.777777777777779
V017,2023-05-01,14129,Raw Materials,Africa,2023-07-06,66,12,2023-07-18,1,10.9
V017,2023-05-02,28237,Raw Materials,US,2023-08-29,119,4,2023-09-02,1,11.0
V017,2023-05-11,16971,Technology,US,2023-09-07,119,7,2023-09-14,1,10.416666666666666
V017,2023-05-12,58368,Logistics,EU,2023-05-31,19,15,2023-06-15,1,10.153846153846153
V017,2023-05-16,9639,Raw Materials,US,2023-08-29,105,8,2023-09-06,1,10.5
V017,2023-05-18,36282,Technology,EU,2023-08-01,75,10,2023-08-11,1,10.333333333333334
V017,2023-06-05,33293,Logistics,US,2023-07-03,28,16,2023-07-19,1,10.3125
V017,2023-06-06,22154,Services,Africa,2023-09-07,93,11,2023-09-18,1,10.647058823529411
V017,2023-06-07,9890,Raw Materials,Africa,2023-06-22,15,15,2023-07-07,1,10.666666666666666
V017,2023-06-18,64220,Logistics,EU,2023-08-15,58,12,2023-08-27,1,10.894736842105264
V017,2023-06-23,61850,Logistics,Africa,2023-09-16,85,12,2023-09-28,1,10.95
V017,2023-06-27,31266,Technology,Asia,2023-09-29,94,10,2023-10-09,1,11.0
V017,2023-07-04,23834,Logistics,Asia,2023-09-18,76,12,2023-09-30,1,10.954545454545455
V017,2023-07-23,16309,Services,Asia,2023-10-12,81,8,2023-10-20,1,11.0
V017,2023-07-27,18456,Services,Africa,2023-10-12,77,11,2023-10-23,1,10.875
V017,2023-07-28,14209,Technology,US,2023-10-20,84,8,2023-10-28,1,10.88
V017,2023-08-02,7146,Raw Materials,EU,2023-09-23,52,12,2023-10-05,1,10.76923076923077
V017,2023-09-01,33322,Services,EU,2023-11-30,90,9,2023-12-09,1,10.814814814814815
V017,2023-09-29,3678,Logistics,Africa,2024-01-19,112,8,2024-01-27,1,10.75
V017,2023-09-30,2322,Raw Materials,US,2023-11-27,58,13,2023-12-10,1,10.655172413793103
V017,2023-10-01,20406,Raw Materials,Africa,2023-10-22,21,16,2023-11-07,1,10.733333333333333
V017,2023-10-11,21780,Technology,US,2023-11-22,42,13,2023-12-05,1,10.903225806451612
V017,2023-10-16,44081,Raw Materials,US,2023-12-20,65,12,2024-01-01,1,10.96875
V017,2023-11-04,27154,Technology,EU,2023-12-23,49,12,2024-01-04,1,11.0
V017,2023-11-07,27321,Services,Africa,2023-12-26,49,14,2024-01-09,1,11.029411764705882
V017,2023-11-08,47591,Technology,Africa,2024-01-13,66,12,2024-01-25,1,11.114285714285714
V017,2023-11-16,12298,Logistics,US,2024-02-22,98,9,2024-03-02,1,11.13888888888889
V017,2023-11-22,70799,Services,Africa,2023-12-31,39,13,2024-01-13,1,11.08108108108108
V017,2023-11-24,67251,Services,Asia,2024-03-22,119,9,2024-03-31,1,11.131578947368421
V017,2023-12-08,10133,Logistics,EU,2024-03-26,109,7,2024-04-02,1,11.076923076923077
V017,2023-12-16,53088,Services,Africa,2024-04-10,116,8,2024-04-18,1,10.975
V017,2024-01-12,12417,Logistics,EU,2024-05-10,119,6,2024-05-16,1,10.902439024390244
V017,2024-01-24,51656,Logistics,EU,2024-02-19,26,15,2024-03-05,1,10.785714285714286
V017,2024-01-30,37536,Raw Materials,US,2024-05-06,97,9,2024-05-15,1,10.883720930232558
V017,2024-02-13,36418,Services,EU,2024-03-06,22,16,2024-03-22,1,10.840909090909092
V017,2024-02-20,25097,Logistics,EU,2024-04-16,56,12,2024-04-28,1,10.955555555555556
V017,2024-02-20,58454,Logistics,Africa,2024-06-17,118,9,2024-06-26,1,10.978260869565217
V017,2024-02-20,38909,Technology,Asia,2024-05-06,76,10,2024-05-16,1,10.936170212765957
V017,2024-03-13,7717,Logistics,US,2024-06-05,84,11,2024-06-16,1,10.916666666666666
V017,2024-03-20,63924,Services,Asia,2024-07-14,116,7,2024-07-21,1,10.918367346938776
V017,2024-03-31,24798,Technology,Asia,2024-04-28,28,15,2024-05-13,1,10.84
V017,2024-04-10,63450,Technology,EU,2024-05-09,29,14,2024-05-23,1,10.92156862745098
V017,2024-04-11,59141,Raw Materials,US,2024-04-25,14,16,2024-05-11,1,10.98076923076923
V017,2024-04-13,53507,Technology,US,2024-07-22,100,8,2024-07-30,1,11.075471698113208
V017,2024-04-24,19522,Raw Materials,Africa,2024-07-13,80,10,2024-07-23,1,11.018518518518519
V017,2024-05-21,64458,Raw Materials,US,2024-08-13,84,11,2024-08-24,1,11.0
V017,2024-05-21,35432,Logistics,Asia,2024-05-30,9,16,2024-06-15,1,11.0
V017,2024-06-11,11884,Technology,EU,2024-08-21,71,8,2024-08-29,1,11.087719298245615
V017,2024-06-22,49624,Logistics,EU,2024-09-02,72,12,2024-09-14,1,11.03448275862069
V017,2024-06-30,17133,Services,Asia,2024-09-16,78,9,2024-09-25,1,11.05084745762712
V017,2024-07-04,45961,Technology,EU,2024-10-19,107,9,2024-10-28,1,11.016666666666667
V017,2024-07-05,1968,Services,Asia,2024-09-05,62,12,2024-09-17,1,10.98360655737705
V017,2024-07-07,66537,Logistics,Asia,2024-09-21,76,13,2024-10-04,1,11.0
V017,2024-07-14,74800,Services,Africa,2024-10-19,97,11,2024-10-30,1,11.031746031746032
V017,2024-08-05,24507,Raw Materials,Asia,2024-11-30,117,7,2024-12-07,1,11.03125
V017,2024-08-11,71898,Technology,US,2024-10-15,65,12,2024-10-27,1,10.96923076923077
V017,2024-09-17,24320,Logistics,Asia,2024-10-25,38,15,2024-11-09,1,10.984848484848484
V017,2024-09-24,34861,Services,US,2024-10-24,30,14,2024-11-07,1,11.044776119402986
V017,2024-09-30,72621,Technology,Asia,2024-11-04,35,14,2024-11-18,1,11.088235294117647
V017,2024-10-11,48813,Technology,Africa,2025-01-15,96,9,2025-01-24,1,11.130434782608695
V017,2024-11-02,70484,Technology,EU,2024-12-15,43,15,2024-12-30,1,11.1
V017,2024-11-04,24831,Technology,EU,2025-03-01,117,6,2025-03-07,1,11.154929577464788
V017,2024-11-10,67096,Logistics,Asia,2025-02-16,98,11,2025-02-27,1,11.083333333333334
V017,2024-11-12,5734,Technology,Asia,2025-01-21,70,12,2025-02-02,1,11.082191780821917
V017,2024-11-13,65132,Logistics,Asia,2025-03-12,119,9,2025-03-21,1,11.094594594594595
V017,2024-11-21,26206,Logistics,Asia,2024-12-09,18,16,2024-12-25,1,11.066666666666666
V017,2024-11-23,68011,Logistics,Asia,2024-12-02,9,19,2024-12-21,1,11.131578947368421
V017,2024-11-26,27622,Technology,EU,2025-01-25,60,10,2025-02-04,1,11.233766233766234
V017,2024-12-03,64565,Raw Materials,Africa,2025-03-08,95,10,2025-03-18,1,11.217948717948717
V017,2024-12-05,69062,Logistics,Asia,2024-12-26,21,18,2025-01-13,1,11.20253164556962
V017,2024-12-30,41302,Logistics,EU,2025-01-07,8,15,2025-01-22,1,11.2875
V018,2023-01-09,71749,Raw Materials,EU,2023-03-07,57,14,2023-03-21,1,0.0
V018,2023-01-16,8839,Logistics,Africa,2023-05-09,113,9,2023-05-18,1,14.0
V018,2023-01-22,53675,Logistics,Asia,2023-03-14,51,13,2023-03-27,1,11.5
V018,2023-02-08,38850,Logistics,EU,2023-02-18,10,19,2023-03-09,1,12.0
V018,2023-02-20,27625,Services,EU,2023-02-28,8,16,2023-03-16,1,13.75
V018,2023-03-28,3966,Raw Materials,EU,2023-07-25,119,6,2023-07-31,1,14.2
V018,2023-04-08,66856,Services,Asia,2023-06-12,65,13,2023-06-25,1,12.833333333333334
V018,2023-04-26,31899,Services,US,2023-07-04,69,10,2023-07-14,1,12.857142857142858
V018,2023-05-05,57510,Services,Africa,2023-08-05,92,11,2023-08-16,1,12.5
V018,2023-05-08,13000,Raw Materials,Africa,2023-08-21,105,7,2023-08-28,1,12.333333333333334
V018,2023-06-02,67388,Logistics,US,2023-07-22,50,12,2023-08-03,1,11.8
V018,2023-06-04,63787,Technology,Asia,2023-08-03,60,13,2023-08-16,1,11.818181818181818
V018,2023-06-12,66352,Logistics,US,2023-10-06,116,7,2023-10-13,1,11.916666666666666
V018,2023-06-20,21702,Logistics,EU,2023-07-17,27,14,2023-07-31,1,11.538461538461538
V018,2023-07-11,74677,Logistics,Asia,2023-10-17,98,11,2023-10-28,1,11.714285714285714
V018,2023-07-29,5401,Logistics,Africa,2023-10-30,93,10,2023-11-09,1,11.666666666666666
V018,2023-08-18,64813,Raw Materials,Africa,2023-10-24,67,14,2023-11-07,1,11.5625
V018,2023-08-25,67068,Raw Materials,US,2023-10-26,62,11,2023-11-06,1,11.705882352941176
V018,2023-09-14,37003,Technology,EU,2023-12-19,96,9,2023-12-28,1,11.666666666666666
V018,2023-10-03,68328,Technology,EU,2023-11-01,29,15,2023-11-16,1,11.526315789473685
V018,2023-10-14,5527,Logistics,EU,2023-11-16,33,14,2023-11-30,1,11.7
V018,2023-10-15,17996,Logistics,EU,2023-11-23,39,14,2023-12-07,1,11.80952380952381
V018,2023-10-16,60865,Raw Materials,US,2023-12-16,61,12,2023-12-28,1,11.909090909090908
V018,2023-11-19,28723,Services,Asia,2024-01-10,52,12,2024-01-22,1,11.91304347826087
V018,2023-12-03,27360,Logistics,Africa,2023-12-26,23,16,2024-01-11,1,11.916666666666666
V018,2023-12-06,68767,Logistics,Africa,2024-02-14,70,14,2024-02-28,1,12.08
V018,2023-12-12,16688,Logistics,EU,2024-03-09,88,10,2024-03-19,1,12.153846153846153
V018,2023-12-12,11664,Services,US,2024-01-12,31,13,2024-01-25,1,12.074074074074074
V018,2023-12-18,28564,Technology,EU,2024-03-26,99,9,2024-04-04,1,12.107142857142858
V018,2023-12-19,12188,Technology,EU,2024-01-19,31,13,2024-02-01,1,12.0
V018,2024-01-05,65762,Raw Materials,EU,2024-05-03,119,9,2024-05-12,1,12.033333333333333
V018,2024-02-15,62123,Logistics,US,2024-05-20,95,11,2024-05-31,1,11.935483870967742
V018,2024-04-02,61559,Logistics,Africa,2024-06-28,87,11,2024-07-09,1,11.90625
V018,2024-04-26,67833,Technology,EU,2024-05-18,22,16,2024-06-03,1,11.878787878787879
V018,2024-05-01,42935,Logistics,US,2024-07-15,75,11,2024-07-26,1,12.0
V018,2024-05-03,68635,Logistics,Asia,2024-08-13,102,10,2024-08-23,1,11.971428571428572
V018,2024-05-03,19263,Technology,Asia,2024-08-22,111,7,2024-08-29,1,11.916666666666666
V018,2024-05-08,73101,Services,Asia,2024-06-25,48,13,2024-07-08,1,11.783783783783784
V018,2024-05-18,61414,Logistics,US,2024-05-31,13,16,2024-06-16,1,11.81578947368421
V018,2024-05-20,16005,Raw Materials,Africa,2024-08-20,92,11,2024-08-31,1,11.923076923076923
V018,2024-05-30,556,Raw Materials,US,2024-08-03,65,10,2024-08-13,1,11.9
V018,2024-06-12,39518,Raw Materials,US,2024-09-27,107,6,2024-10-03,1,11.853658536585366
V018,2024-06-25,19729,Services,US,2024-10-04,101,10,2024-10-14,1,11.714285714285714
V018,2024-07-01,22156,Raw Materials,Asia,2024-09-14,75,10,2024-09-24,1,11.674418604651162
V018,2024-07-22,16234,Logistics,Africa,2024-08-31,40,14,2024-09-14,1,11.636363636363637
V018,2024-07-30,16309,Services,Asia,2024-11-24,117,7,2024-12-01,1,11.688888888888888
V018,2024-08-01,68386,Logistics,Africa,2024-10-10,70,13,2024-10-23,1,11.58695652173913
V018,2024-08-07,52721,Logistics,EU,2024-11-06,91,11,2024-11-17,1,11.617021276595745
V018,2024-09-02,18443,Raw Materials,Asia,2024-11-13,72,11,2024-11-24,1,11.604166666666666
V018,2024-09-16,22597,Logistics,Asia,2024-11-07,52,14,2024-11-21,1,11.591836734693878
V018,2024-09-22,8622,Logistics,EU,2024-10-28,36,13,2024-11-10,1,11.64
V018,2024-10-04,47216,Services,US,2024-12-07,64,12,2024-12-19,1,11.666666666666666
V018,2024-10-06,17564,Technology,Africa,2025-01-21,107,9,2025-01-30,1,11.673076923076923
